text,category,priority,sentiment,resolution_time
Seal was torn kindly resolve not good,Packaging,Low,0.0,109
This protein powder feels tastes bad also This energy drink feels tastes bad not happy this is not acceptable pls help asap,Product,Medium,-0.286,22
Facing issue Packaging is completely leaking because There is price confusion for energy drink not happy respond fast,Packaging,Medium,-0.167,17
I think immunity booster is low quality because I got burning sensation frustrated this is not acceptable not good,Product,Medium,-0.375,27
immunity booster is tastes bad need urgent help very bad service,Product,Medium,-0.375,33
I think protein powder is rotten because I got nausea not happy,Product,Medium,0.167,36
Facing issue Packaging is completely wet even I used energy drink and got stomach pain this is not acceptable very bad service,Packaging,Low,-0.5,64
Product quality is very good,Trade,Low,0.375,58
"This is to inform you The box arrived wet also After using protein powder, I faced allergy respond fast",Packaging,Medium,0.0,21
"There is delivery delay for vitamin tablets even After using energy drink, I faced allergy angry",Trade,High,-0.545,2
Honestly The box arrived leaking need urgent help,Packaging,Medium,0.0,22
Facing issue Received weight loss supplement in crushed condition also I think weight loss supplement is smells weird because I got dizziness need urgent help,Packaging,High,-0.286,10
"No issues, product is perfect",Trade,Low,0.375,57
The box arrived leaking,Packaging,Medium,0.0,31
Very bad experience Packaging is completely leaking so immunity booster is fake,Packaging,High,-0.583,10
Facing issue My order has delivery delay also I used protein powder and got headache not happy this is not acceptable,Trade,Low,-0.5,104
I think protein powder is fake because I got nausea please fix this,Product,Medium,-0.444,19
"Facing issue After using protein powder, I faced dizziness also I used energy drink and got stomach pain please fix this",Product,Medium,-0.286,32
Honestly I am facing no stock angry need urgent help,Trade,Medium,-0.444,12
herbal capsules is smells weird even Packaging is completely crushed frustrated kindly resolve,Product,Low,-0.375,61
Very bad experience This weight loss supplement feels low quality even My order has no stock very disappointed this is not acceptable,Product,Medium,-0.545,26
I need help I am facing order not updated plus My order has late shipment kindly resolve pls help asap,Trade,Medium,-0.286,26
I used energy drink and got headache not happy please fix this urgent,Product,Medium,0.167,37
"No issues, product is perfect",Packaging,Low,0.375,61
"No issues, product is perfect",Trade,Low,0.375,60
This is to inform you This vitamin tablets feels not fresh but I used vitamin tablets and got skin rash,Product,Low,0.0,107
Very bad experience energy drink packaging was damaged very disappointed,Packaging,Medium,-0.643,21
Seal was wet worst experience kindly resolve,Packaging,Low,-0.545,111
This is to inform you Packaging is completely crushed urgent,Packaging,Medium,0.0,19
Good packaging and good quality,Packaging,Low,0.375,77
I think protein powder is tastes bad because I got nausea so protein powder is rotten,Product,Medium,-0.375,20
I want to complain No response about no stock because Received immunity booster in leaking condition this is not acceptable not good,Trade,Medium,0.0,16
I need help Seal was broken plus I think herbal capsules is contaminated because I got dizziness extremely upset please fix this urgent,Packaging,High,-0.545,2
Product quality is very good,Packaging,Low,0.375,79
I used vitamin tablets and got nausea even The box arrived wet angry urgent,Product,Medium,-0.444,15
The box arrived wet also energy drink packaging was wet not happy,Packaging,Low,0.167,76
Honestly Received weight loss supplement in already opened condition and There is no stock for herbal capsules kindly resolve,Packaging,Medium,0.0,47
"No issues, product is perfect",Packaging,Low,0.375,50
Received weight loss supplement in broken condition extremely upset,Packaging,Low,-0.545,95
I need help There is order not updated for herbal capsules not happy,Trade,Low,0.167,62
"I need help After using energy drink, I faced stomach pain but My order has price confusion reply fast",Product,Medium,0.0,27
Very bad experience I think herbal capsules is fake because I got dizziness frustrated this is not acceptable,Product,High,-0.667,7
Everything is working fine,Packaging,Low,0.0,95
Very bad experience immunity booster is rotten plus There is wrong billing for protein powder this is not acceptable pls help asap,Product,Medium,-0.375,12
Very bad experience weight loss supplement packaging was crushed so Packaging is completely wet worst experience pls help asap,Packaging,Medium,-0.643,45
Honestly Packaging is completely damaged even I think energy drink is smells weird because I got nausea not happy,Packaging,Low,-0.286,114
I need help I am facing delivery delay worst experience reply fast,Trade,Medium,-0.615,20
vitamin tablets order not updated please fix this,Trade,Low,0.0,83
Packaging is completely already opened frustrated not good,Packaging,Medium,-0.375,29
Nice experience overall,Trade,Low,0.375,104
My order has order not updated so Packaging is completely torn worst experience reply fast,Trade,Medium,-0.545,21
Received energy drink in already opened condition frustrated,Packaging,Medium,-0.375,45
Very bad experience I think protein powder is rotten because I got stomach pain angry,Product,Medium,-0.583,41
I think weight loss supplement is smells weird because I got skin rash because I used protein powder and got dizziness worst experience this is not acceptable not good,Product,Medium,-0.545,46
Facing issue I think protein powder is tastes bad because I got allergy also Seal was already opened not happy kindly resolve,Product,High,-0.444,10
I am facing late shipment plus I used energy drink and got skin rash,Trade,Medium,-0.286,29
"No issues, product is perfect",Product,Low,0.375,82
Nice experience overall,Packaging,Low,0.375,70
There is late shipment for vitamin tablets not happy  pls help asap,Trade,Medium,-0.167,19
There is delivery delay for herbal capsules because Packaging is completely already opened not happy,Trade,High,-0.167,5
This is to inform you My order has late shipment please fix this,Trade,Medium,-0.286,39
I am happy with the product,Packaging,Low,0.444,109
The box arrived broken very bad service,Packaging,Low,-0.545,86
Facing issue The box arrived wet plus I used immunity booster and got vomiting very disappointed,Packaging,Medium,-0.5,47
"After using vitamin tablets, I faced burning sensation",Product,Low,0.0,111
I need help Packaging is completely seal missing also This herbal capsules feels tastes bad extremely upset,Packaging,Low,-0.545,108
"After using weight loss supplement, I faced vomiting please fix this urgent",Product,High,0.0,10
"After using herbal capsules, I faced skin rash",Product,Low,0.0,119
herbal capsules packaging was damaged also Packaging is completely broken,Packaging,Medium,-0.545,25
herbal capsules packaging was seal missing  not good,Packaging,Low,0.0,59
Very satisfied with service,Packaging,Low,0.444,105
The box arrived seal missing even Packaging is completely torn not happy please fix this pls help asap,Packaging,Medium,0.167,21
I want to complain The box arrived torn so I am facing price confusion need urgent help pls help asap,Packaging,Medium,0.0,13
I need help No response about late shipment need urgent help,Trade,Medium,-0.286,30
I want to complain My order has wrong billing also weight loss supplement order not updated frustrated,Trade,Low,-0.375,72
protein powder order not updated plus My order has price confusion pls help asap,Trade,Medium,0.0,43
This is to inform you The box arrived already opened also This weight loss supplement feels expired not happy kindly resolve,Packaging,High,0.167,5
I am happy with the product,Product,Low,0.444,49
Facing issue Seal was wet,Packaging,Low,-0.286,93
Facing issue I think vitamin tablets is low quality because I got stomach pain need urgent help,Product,Medium,-0.286,13
